review_text,rating,author,date,nama desa wisata,provinsi
Tempat yang nyaman buat ngopi dan nyantai waktu sore,5,Ari fandi,2025-01-23T07:34:34.161Z,Nagari Pariangan,Sumatera Barat
Seru Nongkrong disini sambil nikmati teh kawa daun dan gorengan nya,5,Malibou Organizer TV,2025-01-20T18:51:03.085Z,Nagari Pariangan,Sumatera Barat
"Sesuai harapan ,desa terindah
Dan desa tertua",5,Syarif Hidayat,2025-01-15T05:58:52.600Z,Nagari Pariangan,Sumatera Barat
Pemandangannya luar biasa,5,Firman Syah,2025-01-12T13:56:17.882Z,Nagari Pariangan,Sumatera Barat
"Pemandangan nya sangat memanjakan mata, di tambah orang2 di sini ramah membuat nyaman",5,Mitra Konter Pulsa Indonesia,2025-01-11T14:29:52.142Z,Nagari Pariangan,Sumatera Barat
"Mencuci mata tanpa sabun tanpa air.
Sejuk dipandang, segar dihirup.
Kesini untuk yg kesekian kali.",4,Hasbi Parenting,2025-01-09T10:11:52.549Z,Nagari Pariangan,Sumatera Barat
"Great view! It's located on top of a hill, pinned location is a warung (eateries) ran by locals. The menu has goreng pisang (which btw tasted delicious!), drinks (es jeruk, etc) and local coffee. Parking was quite difficult but manageable.",4,Nabilah Superto,2025-01-08T17:03:35.754Z,Nagari Pariangan,Sumatera Barat
A beautiful village.,5,MH,2025-01-06T13:30:02.848Z,Nagari Pariangan,Sumatera Barat
Desa nan rancak,5,Hatta Channel,2024-12-30T00:46:50.972Z,Nagari Pariangan,Sumatera Barat
"Desa Yang Sangat Indah, Saya Rekomendasi kan Untuk Menginap Di Penginapan ini Agar Bisa Menghirup Udara Segar Di Pagi Hari",4,Abang Ganteng,2024-12-29T16:32:53.092Z,Nagari Pariangan,Sumatera Barat
Breath taking views,4,Mohd Adlan Abd Wahab,2024-12-25T06:54:51.387Z,Nagari Pariangan,Sumatera Barat
Desanya enak cocok buat menghilangkan stres,5,Diary Qu,2024-12-13T05:15:29.335Z,Nagari Pariangan,Sumatera Barat
